word,frequency
dudes,7
[outro],7
se,7
times,6
spot,6
chop,6
like[verse,6
parking,6
hugs,6
"trl,",6
cleanin',6
figure,6
outside,6
doesn't,6
slap,6
"sorry,",6
devil,6
o,6
once,6
bloody,6
chance,6
"him,",6
shooting,6
"her,",6
fan,6
dicks,6
talk),6
poppin',6
which,6
bring,6
bed,6
half,6
somethin',6
plug,6
stick,6
30,6
"cold,",6
world's,6
lo,6
lives,6
dance),6
bit,6
it?,6
swing,6
livin',6
mama's,6
mile,6
learn,6
pay,6
west,6
ten,6
"could,",6
looking,6
drop,6
going,6
dude,6
do-si-do,6
ex,6
cops,6
tyler,6
(sing,6
it),6
"tomorrow,",6
"way,",6
(uh-huh),6
monday,6
"sunday,",6
days,6
along,6
"records,",6
cent],6
(haha),6
beautiful,6
nate,6
ol',6
ich,6
friend,6
clouds,6
red,6
nothing,6
public,6
boys,6
it'd,6
"la-la,",6
fuckin,6
4,6
target,6
piss,6
('til,6
bones,6
perhaps,6
high?,6
clears,6
far,6
cypher.,6
cypher,6
dead,6
sprayin',6
whenever,6
send,6
(marshall!),6
stuck,6
battle,6
"oh,",6
hated,6
ready,6
"drop,",6
è,6
able,6
ran,6
door,6
"down,",6
year,6
"door,",6
somebody's,6
"damn,",6
knows,6
hip-hop,6
deliver,6
collarbones,6
"rich,",6
may,6
fold,6
"budge,",6
hoes,6
fully,6
(that's,6
right),6
father,6
soldier,6
called,6
crumble,6
crush,6
end,6
move,6
friends,6
grey,6
clowns;,6
witness?,6
yeah,6
fire,6
"love""",6
wondering,6
"shots,",6
"town,",6
flow,6
you've,6
il,6
against,6
minutes,5
dark,5
sad,5
here's,5
thinkin',5
i’ma,5
felt,5
line,5
"in,",5
bet,5
top,5
she'll,5
feelin,5
larese:,5
alright,5
wack,5
radio,5
feeling,5
mic,5
five,5
americans,5
reminds,5
needs,5
"come,",5
(window),5
lord,5
diss,5
(bad),5
lips,5
murder,5
chick,5
tea's,5
minute,5
down!,5
"""love",5
bridge,5
words,5
respect,5
stan,5
haha,5
bounce,5
brown,5
music's,5
"floor,",5
bodies,5
balls,5
didn’t,5
"do,",5
became,5
ring,5
"gunshots,",5
fear,5
floor,5
citizen,5
"americans,",5
means,5
up?,5
rated,5
video,5
proud,5
met,5
grab,5
what?,5
coming,5
king,5
"look,",5
aftermath,5
room,5
licking,5
wit,5
‘em,5
close,5
"""the",5
seems,5
blue,5
dido],5
women,5
shooter's,5
"but,",5
"said,",5
dude’s,5
lp,5
(what?),5
read,5
break,5
record,5
ha,5
change,5
showed,5
"or,",5
"okay,",5
alive,5
pop,5
fell,5
"good,",5
"jump,",5
motherfucker,5
behind,5
"shady,",5
those,5
soul,5
problem,5
tellin',5
hoodrich,5
beni's,5
"over,",5
"bitches,",5
such,5
thank,5
mad,5
older,5
bentley,5
"gone,",5
plan,5
eu,5
hell,5
bullet,5
rest,5
bunch,5
"no,",5
paid,5
tryin',5
worst,5
woop],5
well,5
daughter,5
"ass,",5
"hailie,",5
"eyes,",5
tear,5
"rap,",5
package,5
(ayy),5
kitchen,5
tired,5
beats,4
cock,4
seasons,4
prolly,4
tough,4
very,4
hood,4
jail,4
turned,4
"""how",4
brothers,4
bent,4
в,4
hip,4
expect,4
story,4
dirty,4
fly,4
diamond,4
steven,4
having,4
"game,",4
drug,4
slow,4
по,4
shit!,4
killer,4
steve,4
"""no",4
wish,4
trice],4
midget,4
died,4
"goodbye,",4
motherfucking,4
на,4
ton,4
woke,4
(the,4
quicker,4
dropping,4
sweater,4
я,4
switching,4
ma,4
alone,4
не,4
high,4
uncle,4
earth,4
level,4
"midwest,",4
feet,4
"this,",4
news,4
pink,4
hurts,4
(skit),4
stuff,4
77,4
further,4
chain,4
biggest,4
kind,4
word,4
rae],4
way?),4
4:,4
barely,4
"album,",4
crack,4
forever,4
slash,4
folks,4
hannah,4
artists,4
"(hollywood,",4
kanye,4
albums,4
cd,4
dina,4
sorry,4
"crunk,",4
making,4
"together,",4
protect,4
ourselves,4
/,4
curtains,4
(with,4
sense,4
"more,",4
let’s,4
shit's,4
in?,4
60,4
few,4
lets,4
digiorno,4
paul,4
"go,",4
happened,4
ground,4
service,4
quit,4
critics,4
"seat,",4
thirty,4
streets,4
fine,4
"neighborhood,",4
kicked,4
hanging,4
won’t,4
dads,4
"roof,",4
"quick,",4
sensei,4
insane,4
"flowers,",4
dream,4
genetikk,4
missing,4
"and,",4
(feat.,4
kept,4
buku-yay,4
office,4
admit,4
mtv,4
mine,4
sex,4
quiet,4
jones,4
"""i'm",4
der,4
slip,4
slut,4
jump,4
signed,4
shout,4
"jade,",4
parents,4
mike,4
prinz,4
pi,4
"yay,",4
juan,4
[refrain:,4
laughter,4
turns,4
"boy,",4
problems,4
"stan,",4
growin',4
shooters,4
doctor,4
wife,4
layin',4
honest,4
actually,4
wit',4
chalk,4
auto,4
"gully,",4
"sweatsuits,",4
corny,4
"hats,",4
hiphop,4
smack,4
"so,",4
bullshit,4
dear,4
shit?,4
ho,4
"money,",4
shouldn't,4
pt.,4
cool,4
havin',4
bottom,4
outta,4
"other,",4
evil,4
dre's,4
(huh?),4
ladies,4
use,4
mc,4
"k,",4
diggy,4
sign,4
wrists,4
choke,4
fame,4
common,4
blew,4
kelly,4
handle,4
jade,4
"legs,",4
everyone's,4
la-la,4
eye,4
breathe,4
dj,4
cap,4
[pre-chorus],4
plane,4
squeeze,4
difference,4
"kids,",4
sent,4
la-la-la,4
"chickens,",4
underneath,4
drive,4
doubt,4
tongue,4
speak,4
"(sing),",4
steady,4
loose,4
puff,4
standin',4
block,4
(and,4
"day,",4
less,4
attack,4
looked,4
hard,4
numbers,4
feelin',4
police,4
(ah),4
says,4
karate,4
kick,4
penis,4
ticky,4
"rock,",4
push,4
tall,4
thoughts,3
crazy.,3
talking,3
everybody’s,3
l,3
bone,3
except,3
"daughter,",3
cheap,3
"hell,",3
pulled,3
lyrics[verse,3
likes,3
(shit!),3
seein',3
"""your",3
east,3
hop,3
none,3
'nother,3
dog,3
false,3
easy,3
tv,3
fault,3
ago,3
"""fuck",3
rhyme,3
glass,3
more?,3
roll,3
"moment,",3
"""don't",3
cum,3
"slut,",3
bully,3
peewee,3
power,3
fist,3
for?,3
kissin',3
bust,3
bigger,3
food,3
table,3
ways,3
there’s,3
platinum,3
"version)""",3
either,3
"one,",3
broken,3
represent,3
shock,3
true,3
french,3
guy,3
lawsuits,3
"time""",3
(traduzione,3
dave,3
surf,3
fit,3
knees,3
mix,3
knowin',3
contributorstranslationseminem,3
mixed,3
remind,3
influence,3
"guns,",3
games,3
whore,3
tricks,3
drips,3
fallin',3
victims,3
sleep,3
share,3
ribs,3
(damn!),3
bin,3
idea,3
"really,",3
survivin',3
startin',3
trap,3
industry,3
machine,3
street,3
ears,3
saying?,3
busy,3
"beefin',",3
bar,3
"outside,",3
"""lose",3
asked,3
fault?,3
thinking,3
shit’s,3
walls,3
rapping,3
given,3
finished,3
isn't,3
bars,3
instead,3
tour,3
joe,3
"funny,",3
caught,3
elvis,3
"heh,",3
promise,3
"old,",3
nakamura,3
we’re,3
aya,3
lookin’,3
click,3
list,3
favorite,3
weapon,3
"on""",3
amazing,3
solo,3
thousand,3
past,3
"down""",3
joell,3
"head,",3
here.,3
hill,3
twenty,3
paper,3
doin',3
g,3
pictures,3
est,3
swift,3
ma?,3
"what,",3
5:,3
laugh,3
"night,",3
deserve,3
labels,3
movie,3
pullin',3
national,3
clear,3
"mic,",3
fifty,3
bottle,3
"run,",3
[intro:,3
type,3
choppin',3
late,3
grew,3
drownin',3
connected,3
place,3
zay,3
lyrical,3
fluid,3
"sad,",3
leavin',3
teeth,3
"up""",3
"alive,",3
mae,3
leah,3
usually,3
bullets,3
wait,3
"not,",3
girlfriend's,3
bend,3
lust,3
camora,3
mortal,3
(join,3
hands),3
casper,3
(be,3
bigwalkdog,3
bonnie,3
free),3
screamin',3
truly,3
keys,3
"tongue,",3
chill),3
live),3
"""give",3
final,3
per,3
goddamn,3
kendrick,3
genius,3
born,3
rage,3
raf,3
"""good",3
simple,3
ali,3
(yo),3
you),3
1999,3
wrote,3
haftbefehl,3
"dick,",3
"life,",3
off?,3
"here,",3
"throat,",3
must've,3
sing),3
nightmares,3
it;,3
te,3
(crazy),3
burn,3
eighty,3
liquor,3
female,3
"""need",3
welcome,3
pen,3
"""got",3
"city""",3
starts,3
time!),3
stiffen,3
lead,3
glock,3
mmkay?,3
will),3
(you,3
stacey,3
woods,3
bizarre],3
you?,3
"u""",3
rid,3
"marshall,",3
fizzle,3
props,3
bic,3
air,3
its,3
snoh,3
kevin,3
artist,3
"much,",3
holy,3
"""bad",3
girlfriend,3
shit),3
now?,3
"""my",3
gee,3
rush,3
"ago,",3
"leave,",3
"""say",3
con,3
leaving,3
trigger,3
park,3
ak,3
miss,3
mit,3
up!,3
watchin',3
heaven,3
throat,3
du,3
waiting,3
nicht,3
pregnant,3
um,3
(one,3
"lyrics,",3
tiro,3
upper,3
'round,3
future,3
lip,3
dumb,3
ti,3
escape,3
school,3
dalla,3
kid,3
kon,3
artis],3
"motherfucker,",3
7,3
that?,3
plenty,3
di,3
takin',3
clock,3
maniac,3
longer,3
"i,",3
voice,3
moment,3
drink,3
cent,3
woman,3
shoulder,3
truth,3
america,3
"yours,",3
uzi,3
leanin',3
split,3
z,3
suddenly,3
stopped,3
nas,3
free,3
yachty,3
weak,3
criminal,3
"pac,",3
thug,3
rock,3
stone,3
ooh,3
sure,3
3,3
wayne,3
underground,3
hangin',3
('cause,3
"late,",3
cereal,3
5.,3
mane,3
magic,3
quick,3
rockin',3
gucci,3
"back""",3
5,3
4.,3
3.,3
why?),3
sicker,3
2.,3
announcement,3
1.,3
feed,3
"are,",3
"out""",3
win,3
"that""",3
"""what",3
swallow,3
autograph,3
younger,3
witness,3
week,3
happen,3
raps,3
rescue,3
foot,3
speech,3
prob'ly,3
saturday,3
hurl,3
states,3
twice,3
unfurl,3
roof),3
leap,3
chase,3
off),3
legs),3
(give,3
nice,3
heart],3
lie,3
"runway,",3
someday,3
"(acoustic)""",3
sendin',3
speed,3
crap,3
aimed,3
pass,3
"cent,",3
men,3
hahahaha,3
squash,3
forth,3
spend,2
“fuck,2
spillage,2
gettin’,2
headphones,2
one’s,2
tip,2
tighter,2
jimmy,2
image,2
against?,2
ortiz,2
jam,2
wicked,2
emotions,2
"""die",2
known,2
to?,2
bill,2
negative,2
coast,2
village,2
d-block,2
rappin',2
andre,2
wearing,2
rent,2
elton,2
"friends,",2
opinion,2
grabbed,2
"front,",2
ross,2
brought,2
females,2
phil,2
trice,2
remy,2
lady,2
rick,2
sacrificed,2
bat,2
role,2
fox,2
played,2
ed,2
blink,2
sweat,2
videos,2
pick,2
ease,2
"jesus,",2
mcs,2
said),2
on;,2
"dog,",2
weird,2
candy,2
suck,2
breathin',2
richer,2
he’s,2
"point,",2
"some,",2
literally,2
suits,2
"product,",2
fuckin’,2
addresses,2
rich,2
canibitch,2
hotter,2
release,2
dough,2
crooked,2
seek,2
til,2
produce,2
bush,2
"anyways,",2
button,2
"drugs,",2
boosts,2
soothes,2
groove,2
changed,2
appearing,2
group,2
monster,2
label,2
knocked,2
keith,2
"death,",2
scared,2
anthrax,2
coke,2
moves,2
hottest,2
action,2
wasted,2
hundred,2
beans,2
charge,2
weren't,2
point,2
"changed,",2
lauryn,2
jeff,2
lyrics[produced,2
"(ah,",2
"don't,",2
kissed,2
summer,2
reality,2
shows,2
master,2
haha),2
dj’s,2
they'll,2
verses,2
(why?),2
"sleep,",2
jay,2
"brother,",2
they’ll,2
"dude,",2
sour,2
gold,2
names,2
"hey,",2
wished,2
hailie's,2
ronnie,2
syndrome,2
"think,",2
fed,2
dare,2
jumped,2
appeal,2
something’s,2
busta,2
"vrin,",2
answer,2
missin',2
swear,2
ass!,2
pills,2
acid,2
canibus,2
i'da,2
mo,2
"business,",2
"fans,",2
"stupid,",2
chaos,2
"bars,",2
age,2
tag,2
lamar,2
iii,2
miller,2
"""racks",2
hudson,2
tua,2
notorious,2
j.,2
leer,2
kc,2
lebens,2
meines,2
beste,2
jack,2
savas,2
kool,2
"""ya",2
lösung,2
ist,2
endlich,2
"eyes""",2
gehe,2
"""la",2
clyde,2
sky,2
slice,2
lied,2
"""vertigo""",2
zedned,2
bang,2
crew,2
stoppin',2
chopper,2
tay,2
instrumental,2
chopra,2
"action,",2
named,2
scope,2
"way""",2
acknowledge,2
beefin',2
45,2
"dead""",2
21,2
walker,2
"homie,",2
ronny),2
(oh,2
giancola],2
sammi,2
box,2
meiner,2
ahzumjot,2
"good""",2
"first,",2
surprise,2
givin',2
breath,2
joke,2
"things,",2
walks,2
punk,2
sucker,2
blackballed,2
veteran,2
speakin',2
lane,2
needtobreathe,2
"punches,",2
"verse,",2
cow,2
"twisted,",2
michael,2
6:,2
"booth,",2
broad,2
hug,2
gs,2
smart,2
gatie,2
spirit,2
(a,2
"niggas,",2
sudden,2
muller,2
flows,2
"weak,",2
chew,2
stop?,2
(suck,2
drag,2
jason,2
daddy?,2
girls!,2
"hello,",2
cocaine*,2
*eminem,2
dad’s,2
status,2
bomb,2
"dream,",2
nothing's,2
offend,2
"list,",2
derulo,2
kato2x,2
key,2
"forgot,",2
millions,2
'em?,2
subliminal,2
"boys""",2
don,2
lurkin',2
"remix]""",2
tyga,2
"whoops,",2
orange,2
fat,2
(like,2
fungus,2
jt,2
it'll,2
spinal,2
ecstasy,2
el,2
(she,2
ask),2
hangs,2
gates,2
waffle,2
katelyn,2
squirrels,2
up!),2
(shut,2
substitute,2
do?,2
screams,2
[hook],2
sauce,2
homey,2
tone,2
dylan,2
n,2
cow's,2
clap,2
maluma,2
osiris,2
yk,2
aalegra,2
jorja,2
smith,2
"go""",2
guidnce,2
blunt,2
ige,2
tunji,2
"""only",2
chancellor,2
"""let",2
miles,2
sue,2
"""keep",2
bailey,2
david,2
"""one",2
becky,2
"""make",2
shay,2
"be""",2
"heart""",2
"goodie,",2
substantial],2
kaycyy,2
sempre,2
é,2
com,2
"""xxl""",2
demi,2
mato,2
lovato,2
de,2
pensaram,2
"red,",2
jumpin',2
scene,2
lyricist,2
tru,2
dna,2
osama,2
около,2
без,2
даже,2
мы,2
и,2
но,2
тут,2
area,2
hysteria,2
joel,2
99,2
im,2
cat,2
wenn,2
tonedeff,2
exactly,2
tonedeff],2
"jeans""",2
dico,2
"""ready",2
"""in",2
lana,2
ne,2
del,2
sangue,2
modo,2
nessuno,2
hai,2
frate,2
gli,2
rey,2
vado,2
passato,2
poison,2
lethal,2
claim,2
einer,2
yes,2
dich,2
spin,2
son,2
earthgang,2
ones,2
trailer-park,2
"name,",2
works,2
(sorry),2
holdin',2
stickin',2
michigan,2
"""used",2
violence,2
beggin',2
eggin',2
here?,2
(yeah),2
slaughterhouse,2
owner,2
sippin',2
tits,2
checkin',2
plus,2
cleaner's,2
bag,2
"now""",2
kate,2
(bitch!),2
made-it,2
"straight,",2
ooh),2
"(na-na-na,",2
latto,2
na),2
"""all",2
did.,2
"""upside",2
anniversary,2
sharing,2
man.,2
"show,",2
emcee,2
"dei-dei,",2
"hum,",2
"sometimes,",2
himself,2
kid's,2
enter,2
scary,2
vision,2
(live,2
(fuck,2
charlie,2
heavy,2
waited,2
(hey),2
hospital,2
vodka,2
chopped,2
real),2
imagine,2
mask,2
regret,2
figured,2
tony,2
mitski,2
later,2
murder?,2
snoop,2
movies,2
stool,2
cars,2
cop,2
tiakola,2
jock,2
built,2
it”,2
plate,2
scrape,2
contract,2
nerve,2
smacked,2
loud,2
rawkus,2
vibe,2
vanilla,2
itself,2
belong,2
"thug,",2
"raps,",2
"hat,",2
conceal,2
"done,",2
bottled,2
bothers,2
swallowed,2
solid,2
millimeter,2
swingin',2
me;,2
"""hard",2
jane,2
jersey,2
spillin',2
truest,2
pac,2
a—,2
whether,2
runnin',2
calls,2
sued,2
assault,2
murderin',2
bouncers,2
violate,2
judge,2
"""there",2
15,2
george,2
tight,2
ripped,2
10.,2
9.,2
8.,2
7.,2
6.,2
tracklist*,2
"""now",2
*the,2
*rated,2
listening,2
luke,2
greatest,2
weight,2
washington,2
addict,2
glad,2
"daddy,",2
miguel,2
"cry,",2
"sing,",2
ruin,2
water,2
across,2
"all,",2
deal,2
[pre-chorus:,2
11.,2
12.,2
kaniff,2
13.,2
razor,2
"dark,",2
spark,2
confuse,2
mark,2
mariah,2
beg,2
smokin',2
battlin',2
"""crying",2
"""hot",2
cg5,2
(svensk,2
"""time",2
vert,2
montana,2
contributorstranslationsitalianoहिन्दीeminem,2
nalyd,2
learned,2
compared,2
controversial,2
track,2
stalk,2
vince,2
virginia,2
sluts,2
jealous,2
"pride,",2
cole,2
diddy,2
touchdown,2
freestyle,2
rae,2
film,2
theater,2
maple,2
"yourself""",2
glider,2
theater.,2
it.,2
"""you",2
jax,2
environment,2
basically,2
"side,",2
"beach,",2
tradition,2
mean?,2
marshall.,2
slaughterhouse.,2
"off""",2
"girl""",2
bridge.,2
excited,2
teezo,2
care,2
guys,2
takes,2
partyin',2
kinda,2
out?,2
whip,2
bitch!,2
"high,",2
consider,2
sexyy,2
post,2
self,2
too?,2
load,2
"criminal,",2
strictly,2
hesitate,2
"worse,",2
(ugh),2
relate,2
yet,2
homie,2
adam,2
"nose,",2
(bitch),2
walkin',2
dyed,2
360,2
memories.,2
"sick,",2
family,2
ice,2
freedom,2
government,2
"song,",2
"nah,",2
pieces,2
song),2
addiction,2
spread,2
views,2
at?),2
"hand,",2
bizarre,2
green,2
"else,",2
army,2
exact,2
we've,2
vest,2
"have,",2
arms,2
everything's,2
"hush,",2
enemies,2
"em,",2
screaming,2
bishop,2
hahaha,2
open,2
stomach,2
nicole,2
dick's,2
jeweler,2
phone,2
dial,2
scream,2
baby?,2
should've,2
pistol,2
toc,2
threw,2
"insane,",2
slit,2
[bridge],2
screw,2
foolin',2
"of,",2
stars,2
mental,2
this'll,2
wake,2
reside,2
"didn't,",2
obsessed,2
"people,",2
baby!,2
sales,2
"black,",2
beaucoup,2
"die,",2
soft,2
hittin',2
lit,2
exchange,2
other's,2
indeed,2
skin,2
"proof,",2
rumors,2
running,2
whose,2
"then,",2
created,2
nine,2
"ways,",2
"ooh,",2
provoked,2
that’s,2
shoes,2
bare,2
sprays,2
grows,2
hex,2
plays,2
forgot,2
right!,2
reachin',2
wear,2
catapult,2
struck,2
saint,2
congress,2
causin',2
lyin',2
andrew's,2
sits,2
collapsed,2
guns,2
shelf,2
"been,",2
billy,2
peace,2
worth,2
"blow,",2
sleeping,2
mood,2
"lose,",2
moved,2
generation,2
angry,2
beating,2
"doctor,",2
forget,2
faces,2
[post-chorus:,2
me!),2
crying,2
apartment,2
link,2
"work,",2
cover,2
d12,2
fish,2
mess,2
pride,2
a1,2
aside,2
carcass,2
map,2
caped,2
college,2
bitchin',2
"later,",2
"brown,",2
jar,2
handguns,2
pissin',2
smell,2
bags,2
crunk,2
buzz,2
ticket,2
robbed,2
*shots*,2
hinges,2
swifty,2
drove,2
savin',2
blind,2
anger,2
stole,2
"doc,",2
radar,2
perform,2
sip,2
smile,2
"juice,",2
return,2
caps,2
"pictures,",2
evidence,2
fathers,2
discovered,2
trips,2
seem,2
bought,2
"hall,",2
mommy's,2
"for,",2
finally,2
limits,2
"trice,",2
passin,2
dome,2
"thing,",2
"lady,",2
10,2
buddy,2
mockingbird,2
wrapped,2
heat,2
wave,2
odd,2
pour,2
there'll,2
everywhere,2
"secret,",2
agree,2
small,2
involved,2
dodging,2
"hit,",2
presents,2
grand,2
"studio,",2
popped,2
raise,2
decides,2
human,2
missed,2
pound,2
habit,2
weed,2
sittin',2
hurry,2
desert,2
flat,2
arm,2
war,2
intense,2
cuss,2
bouncer,2
"position,",2
sadness,2
punch,2
cannot,2
constant,2
dreams,2
"party,",2
is:,2
fuel,2
chill,2
"two,",2
provide,2
brain,2
"child,",2
trust,2
laden,2
"health,",2
"there,",2
"(bitch,",2
hardest,2
"stamp,",2
test,2
pack,2
predict,2
ms.,2
task,2
"lainie,",2
chest,2
fatt,2
early,2
tomorrow,2
teenagers,2
upon,2
"fuck,",2
nigga?,2
"about,",2
secret,2
harder,2
ink,2
steps,2
surely,2
likei,2
"live,",2
standards,2
inspire,2
"playin',",2
sounds,2
framed,2
"move,",2
trouble,2
wipe,2
"samaritans,",2
rely,2
"ha,",2
actin',2
advantage,2
dentist,1
"""angel",1
sioux,1
"marble""",1
veterinarian,1
ill?,1
stormzy,1
troop,1
falls,1
u-haul,1
balls;,1
"half,",1
horsejaw,1
8/3,1
"""dear",1
smack},1
"{smack,",1
(don't,1
supports,1
example,1
stern,1
yelling,1
stunningly,1
beam,1
"puffin',",1
airing,1
gunmen,1
obese,1
{smack},1
mow,1
"chin,",1
attendance,1
cleft,1
dented,1
vengeance,1
senseless,1
render,1
census,1
divorced,1
sonic,1
lloyd,1
"offended,",1
defenses,1
"senses,",1
shower,1
down?,1
raw,1
"behinds,",1
stalling?,1
nia,1
(do,1
sequels,1
styles,1
feeble,1
odds,1
"song""",1
one-on-one!,1
peeled,1
vin,1
rookie;,1
sookie,1
archives,1
"sookie,",1
pen's,1
"papyrus,",1
penetrates,1
hip-hop?),1
contributorstranslationsрусскийone,1
"""beside",1
people?,1
"numb,",1
date,1
"teenager""",1
girth,1
sucking,1
persons,1
squirt,1
sensitive,1
"picture,",1
insignificant,1
magnificent;,1
