word,frequency
suds,1
"salaries,",1
balance,1
space,1
"about,",1
boardin',1
jet,1
mom,1
dad,1
"attendants,",1
head's,1
"clouds,",1
makes,1
sense,1
closer,1
left?,1
"pussies,",1
"damn,",1
neck,1
cd's,1
outside,1
history,1
class,1
foreshadow,1
lookin',1
"decade,",1
case,1
fed,1
"niggas,",1
legalities,1
tux,1
casually,1
build,1
damn,1
positive,1
affirmation,1
gallery,1
passin',1
plays,1
income,1
waun,1
passive,1
genre,1
isn't,1
"anymore,",1
classics,1
(classics),1
knew,1
griswold,1
against,1
wall,1
bossed,1
wearin',1
"era,",1
fucked,1
dog,1
bitchyou,1
likeembed,1
contributorsiconic,1
(hit-boy),1
top—that's,1
push,1
fazed,1
fakeness,1
cloth,1
engineered,1
tier,1
greatness,1
ashley,1
merchant],1
(damn),1
(so,1
now),1
"(like,",1
fuck?),1
like[verse:,1
free,1
contract,1
disappear,1
someone,1
"anthems,",1
"hood,",1
(intro),1
"lyricsaye,",1
"i,",1
"at,",1
bro?,1
studio,1
"ayo,",1
"now,",1
bruh,1
crazy,1
say,1
good?,1
speaking,1
two,1
totally,1
languages,1
(shit),1
saying,1
seen,1
daddy,1
drive,1
"uber,",1
read,1
crackers,1
"tub,",1
runnin',1
mecca,1
touch,1
conscious,1
rapper,1
unconscious,1
feed,1
gangsta,1
rappers,1
piranhas,1
"cartier,",1
fill,1
diamonds,1
eyes,1
hide,1
rhymin',1
"rhyme,",1
[non-lyrical,1
vocals]embed,1
contributorstypecast,1
expansion,1
pimpin',1
blood,1
main,1
shiggy,1
actin',1
biggie,1
"artist,",1
kickin',1
feet,1
(stupid),1
signed,1
"prenup,",1
copped,1
fiat,1
worry—i,1
properties,1
rent,1
brodie—i,1
"jesús—yeah,",1
end,1
"us,",1
finished,1
tables,1
funk,1
flex,1
ny,1
fisheye,1
dish,1
peace,1
blog,1
tabloids,1
wrapped,1
great,1
mind,1
mildred,1
rest,1
og's,1
woven,1
"spirit,",1
us,1
thinkin',1
"enough,",1
illusion,1
scarcity,1
"chanel,",1
"one,",1
delta,1
attendant,1
"delta,",1
"yes,",1
"did,",1
dwayne,1
"""the",1
"rock""",1
johnson],1
"yo,",1
joe,1
heart,1
"mama,",1
3:,1
crashin',1
prime,1
"time,",1
slot,1
"live,",1
swear,1
"busy,",1
lyin',1
god,1
(how?),1
mama,1
lights,1
benz',1
myself,1
"""look,",1
"twins""",1
nice,1
"watch,",1
spend,1
"write-off,",1
before,1
"mansion,",1
brother?,1
hear,1
hot,1
few,1
almost,1
bigger,1
kevin,1
hart,1
"so,",1
"cool,",1
haha,1
"alright,",1
"brother,",1
wait,1
byeembed,1
16,1
contributorswho,1
(superstar),1
(i'll,1
"groupie,",1
baby),1
buried,1
silk,1
"hop,",1
"top,",1
king,1
ex,1
already,1
cool,1
roof,1
you're,1
"things,",1
most,1
"importantly,",1
"uh,",1
sounds,1
amazing,1
boy's,1
old,1
"thriving,",1
hearing,1
inspired,1
motivation,1
artist,1
begin,1
gates,1
holding,1
gives,1
perspective,1
evolution,1
"means,",1
right?,1
"sure,",1
american,1
stone,1
mj,1
cyclеs,1
"really,",1
inglorious,1
bastards?,1
lena,1
waithe,1
told,1
brad,1
pitt,1
fond,1
"title,",1
flatterin',1
rep?,1
quiet,1
kept?,1
another,1
drawin',1
constellation,1
ho,1
"another,",1
shootin',1
par,1
start,1
retracin',1
happened,1
believe,1
tend,1
course,1
bad,1
"christmas,",1
mad,1
toys,1
prolly,1
s-class,1
learn,1
hard,1
life's,1
crash,1
stick,1
funny,1
"task,",1
dodgin',1
task,1
force,1
(of,1
course),1
alright,1
better,1
throughembed,1
contributorsbreak,1
steps,1
win,1
tryin',1
much,1
"point,",1
"huh,",1
homeboy,1
"gossip,",1
lose,1
faith,1
climin',1
"mountain,",1
"highs,",1
lows,1
understand,1
contributorspressure,1
"hit,",1
mission,1
ulterior,1
motives,1
gettin',1
exposed,1
set,1
"standards,",1
live,1
speakin',1
morse,1
"solid,",1
(mmm-hmm),1
solid,1
"frame,",1
you'd,1
thеy,1
panickin',1
expect,1
"change,",1
"same,",1
insanity,1
"canon,",1
candidly,1
though,1
pan,1
melt,1
(oh),1
"cycle,",1
that?,1
(ooh),1
dealt,1
feelings,1
gelled,1
girls,1
meet,1
conversation,1
isembed,1
